atr,ema_cross,macd_hist,rsi,sentiment,trend_strength,label
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
5.800739762035769e-05,0.0,3.596102575538064e-05,90.21729473215656,0.0,4.5855531827876904e-05,1
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
5.800739762035769e-05,0.0,3.596102575538064e-05,90.21729473215656,0.0,4.5855531827876904e-05,0
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
5.800739762035769e-05,0.0,3.596102575538064e-05,90.21729473215656,0.0,4.5855531827876904e-05,0
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
5.800739762035769e-05,0.0,3.596102575538064e-05,90.21729473215656,0.0,4.5855531827876904e-05,0
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
5.800739762035769e-05,0.0,3.596102575538064e-05,90.21729473215656,0.0,4.5855531827876904e-05,0
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
5.800739762035769e-05,0.0,3.596102575538064e-05,90.21729473215656,0.0,4.5855531827876904e-05,0
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
5.800739762035769e-05,0.0,3.596102575538064e-05,90.21729473215656,0.0,4.5855531827876904e-05,0
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
5.800739762035769e-05,0.0,3.596102575538064e-05,90.21729473215656,0.0,4.5855531827876904e-05,0
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,1
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,1
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,1
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,1
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,0
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,0
0.000271537000140721,0.0,2.4115664395548806e-05,59.34953185963684,0.0,4.061530278973229e-05,0
0.03720663533390468,0.0,-0.007426659590102024,34.05258477105384,0.0,-7.353446824972703e-05,0
5.800739762035769e-05,0.0,3.596102575538064e-05,90.21729473215656,0.0,4.5855531827876904e-05,0
0.00030195694451792577,0.0,-6.209416315157164e-05,37.76708000722016,0.0,-0.00010925596307190794,0
0.0004627232899198051,0.0,-0.0001028823718311788,41.198578197344375,0.0,-0.0002246045842604343,0
